,,,,,,STORAGE,STORAGE,STORAGE,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,SUPPORTED FEATURES,
AOS Version,OS Vendor,OS Family,OS Status,OS Bits,Platform,SCSI,IDE,PCI,Hot Add Memory,Hot Add vCPU,UEFI,Secure Boot,
"AOS 7.1","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.10","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.3","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.18","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.10","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.6","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.7","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 5.15","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.8","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.5","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.8","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.5","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.5","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.7","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.5","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.7","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.1","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.1","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 5.11","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 7.0","Canonical","Ubuntu 20.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.0","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.1","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.6","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.8","Canonical","Ubuntu 19.04","Legacy OS","64","x86","Recommended","Supported","Supported","Supported","Supported","-","-",
"AOS 6.6","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 6.8","Canonical","Ubuntu 18.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.0","Canonical","Ubuntu 22.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","-",
"AOS 7.0","Canonical","Ubuntu 26.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 6.10","Canonical","Ubuntu 26.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.1","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.10","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.6","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.0","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 5.10","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.3","Canonical","Ubuntu 26.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.5","Canonical","Ubuntu 26.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 5.17","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.20","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.5","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.7","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.9","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.8","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 7.3","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 5.11","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 5.5","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.0","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.1","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.8","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.7","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 5.15","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 5.18","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 5.16","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 5.18","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.19","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 5.20","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 5.8","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.0","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.15","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.19","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.10","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.5","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.9","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.5","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.10","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 5.11","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.16","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.0","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.3","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.5","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 7.3","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 7.1","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.5","Canonical","Ubuntu 24.04","-","64","x86","Recommended","Supported","Supported","Supported","Supported","Supported","Supported",
"AOS 7.1","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 6.6","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.8","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.1","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 5.10","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.17","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","-",
"AOS 6.7","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.6","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 5.6","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.8","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.1","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.10","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 6.6","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.5","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.5","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 5.5","Microsoft","Windows 10","-","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.3","Microsoft","Windows 10","-","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.0","Microsoft","Windows 11","-","64","x86","Recommended","-","-","-","-","Supported","Supported",
"AOS 5.10","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.11","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.20","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.17","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.15","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.20","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.16","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.17","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.15","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.7","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.0","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.0","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.18","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.17","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.8","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.8","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.1","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.5","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.7","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.0","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.10","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.0","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.1","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.5","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.18","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.6","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.5","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.5","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.3","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.6","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.8","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.5","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.10","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.20","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.5","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.11","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.16","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.8","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.5","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.7","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.6","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.1","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.8","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.16","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.18","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.6","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.9","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.1","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.1","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.9","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.8","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.5","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.6","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.19","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.19","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.10","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.15","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.19","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.0","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.0","Microsoft","Windows 7","Legacy OS","64","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 5.11","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.6","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.3","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 6.10","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.9","Microsoft","Windows 7","Legacy OS","32","x86","Recommended","Supported","-","Supported","-","-","-",
"AOS 7.5","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.10","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.17","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.18","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.18","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.11","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.16","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.20","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.10","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.17","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.5","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 7.1","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.0","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 7.5","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.10","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.17","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.18","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.19","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.5","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.19","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.20","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 6.6","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 7.0","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.16","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.5","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.8","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.15","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 7.3","Microsoft","Windows 8","Legacy OS","64","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.15","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.16","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.16","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.17","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.19","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.9","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 6.8","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.11","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.15","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.6","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.6","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.5","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 6.5","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 6.1","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.10","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.16","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.17","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.19","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.19","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.11","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 5.6","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.10","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 6.7","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 7.1","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.15","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.20","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.6","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.15","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.18","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.20","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.10","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.11","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.18","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 7.3","Microsoft","Windows Server 2003","Legacy OS","64","x86","-","Recommended","-","-","-","-","-",
"AOS 5.11","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.20","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.9","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.8","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.1","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 6.5","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 6.7","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 6.8","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 7.5","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.10","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.5","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 7.1","Microsoft","Windows Server 2016","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 6.10","Microsoft","Windows Server 2019","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 7.5","Microsoft","Windows Server 2019","-","64","x86","Recommended","Supported","-","Supported","-","Supported","Supported",
"AOS 7.1","Microsoft","Windows Server 2025","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 6.0","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.10","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 7.5","Microsoft","Windows Server 2016","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 7.1","Microsoft","Windows Server 2022","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 6.5","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 6.1","Microsoft","Windows Server 2008","Legacy OS","32","x86","Recommended","Supported","-","-","-","-","-",
"AOS 6.6","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 7.3","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.18","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","Supported","-",
"AOS 5.19","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","Supported","-",
"AOS 6.7","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","Supported","-",
"AOS 6.7","Microsoft","Windows Server 2012","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
"AOS 5.11","Microsoft","Windows Server 2016","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","-",
"AOS 6.5","Microsoft","Windows Server 2022","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 7.0","Microsoft","Windows Server 2022","-","64","x86","Recommended","Supported","-","Supported","Supported","Supported","Supported",
"AOS 6.6","Microsoft","Windows Server 2008","Legacy OS","64","x86","Recommended","Supported","-","Supported","Supported","-","-",
